time,index,action,floors_before,floors_after,landuse_before,landuse_after,condition_before,condition_after,added_floors,demo_flag
10,605,NoChange,4,4,1,1,0.7789066516468524,0.7762660022761397,0,
1,606,NoChange,1,1,1,1,0.8,0.8017124232833531,0,
2,606,NoChange,1,1,1,1,0.8017124232833531,0.8068822729007623,0,
3,606,NoChange,1,1,1,1,0.8068822729007623,0.8071617057393446,0,
4,606,NoChange,1,1,1,1,0.8071617057393446,0.8081215006672792,0,
5,606,NoChange,1,1,1,1,0.8081215006672792,0.8082404554550237,0,
6,606,NoChange,1,1,1,1,0.8082404554550237,0.8013070555591392,0,
7,606,NoChange,1,1,1,1,0.8013070555591392,0.797910096799804,0,
8,606,NoChange,1,1,1,1,0.797910096799804,0.8025390934585082,0,
9,606,NoChange,1,1,1,1,0.8025390934585082,0.7954181229921047,0,
10,606,NoChange,1,1,1,1,0.7954181229921047,0.7893448078624058,0,
1,607,NoChange,4,4,1,1,0.9,0.8955151965311765,0,
2,607,NoChange,4,4,1,1,0.8955151965311765,0.8863954649414584,0,
3,607,AddFloors,4,5,1,1,0.8863954649414584,0.868340399400368,1,
4,607,NoChange,5,5,1,1,0.868340399400368,0.8748588418647146,0,
5,607,NoChange,5,5,1,1,0.8748588418647146,0.8757999612924234,0,
6,607,NoChange,5,5,1,1,0.8757999612924234,0.884121386493514,0,
7,607,AddFloors,5,6,1,1,0.884121386493514,0.8657553008940647,1,
8,607,NoChange,6,6,1,1,0.8657553008940647,0.8601371899196794,0,
9,607,NoChange,6,6,1,1,0.8601371899196794,0.8534492686228476,0,
10,607,NoChange,6,6,1,1,0.8534492686228476,0.8457340089933552,0,
1,608,NoChange,4,4,1,1,0.9,0.9062337955682583,0,
2,608,NoChange,4,4,1,1,0.9062337955682583,0.9107922334788536,0,
3,608,NoChange,4,4,1,1,0.9107922334788536,0.910170759534021,0,
4,608,NoChange,4,4,1,1,0.910170759534021,0.9117116286446304,0,
5,608,NoChange,4,4,1,1,0.9117116286446304,0.919738147140664,0,
6,608,NoChange,4,4,1,1,0.919738147140664,0.9223686376023923,0,
7,608,NoChange,4,4,1,1,0.9223686376023923,0.9154806041032336,0,
8,608,NoChange,4,4,1,1,0.9154806041032336,0.9198118861213258,0,
9,608,NoChange,4,4,1,1,0.9198118861213258,0.9153911784196113,0,
10,608,NoChange,4,4,1,1,0.9153911784196113,0.9233229808779715,0,
1,609,NoChange,5,5,1,1,0.9,0.8904445039382388,0,
2,609,NoChange,5,5,1,1,0.8904445039382388,0.8870075764319022,0,
3,609,NoChange,5,5,1,1,0.8870075764319022,0.8869850639025232,0,
4,609,NoChange,5,5,1,1,0.8869850639025232,0.8850792456266076,0,
5,609,NoChange,5,5,1,1,0.8850792456266076,0.8810860954522393,0,
6,609,NoChange,5,5,1,1,0.8810860954522393,0.8732160314952736,0,
7,609,AddFloors,5,6,1,1,0.8732160314952736,0.8616609134398909,1,
8,609,NoChange,6,6,1,1,0.8616609134398909,0.8609478649974638,0,
9,609,NoChange,6,6,1,1,0.8609478649974638,0.8529198096719232,0,
10,609,NoChange,6,6,1,1,0.8529198096719232,0.8501796678350184,0,
1,610,NoChange,2,2,1,1,0.8,0.7983858306060095,0,
2,610,NoChange,2,2,1,1,0.7983858306060095,0.790008414657275,0,
3,610,AddFloors,2,3,1,1,0.790008414657275,0.7794933309068192,1,
4,610,NoChange,3,3,1,1,0.7794933309068192,0.7880158210042981,0,
5,610,AddFloors,3,4,1,1,0.7880158210042981,0.776166429352561,1,
6,610,AddFloors,4,5,1,1,0.776166429352561,0.7573486933905879,1,
7,610,NoChange,5,5,1,1,0.7573486933905879,0.7571859089226278,0,
8,610,NoChange,5,5,1,1,0.7571859089226278,0.7589543734005884,0,
9,610,NoChange,5,5,1,1,0.7589543734005884,0.7659433746203246,0,
10,610,NoChange,5,5,1,1,0.7659433746203246,0.768154829101886,0,
1,611,AddFloors,1,2,1,1,0.8,0.7859798216318445,1,
2,611,NoChange,2,2,1,1,0.7859798216318445,0.7779930182912448,0,
3,611,AddFloors,2,4,1,1,0.7779930182912448,0.738077916923268,2,
4,611,NoChange,4,4,1,1,0.738077916923268,0.729924217873076,0,
5,611,NoChange,4,4,1,1,0.729924217873076,0.7360861877281138,0,
6,611,NoChange,4,4,1,1,0.7360861877281138,0.7459229331469244,0,
7,611,AddFloors,4,5,1,1,0.7459229331469244,0.7262497793988206,1,
8,611,NoChange,5,5,1,1,0.7262497793988206,0.729824573882849,0,
9,611,NoChange,5,5,1,1,0.729824573882849,0.7338242615183379,0,
10,611,NoChange,5,5,1,1,0.7338242615183379,0.7255746653160284,0,
1,612,NoChange,2,2,1,1,0.8,0.7961953478053424,0,
2,612,AddFloors,2,4,1,1,0.7961953478053424,0.7570188057160726,2,
3,612,NoChange,4,4,1,1,0.7570188057160726,0.7628096593907726,0,
4,612,NoChange,4,4,1,1,0.7628096593907726,0.7692934778314306,0,
5,612,NoChange,4,4,1,1,0.7692934778314306,0.7646400836975902,0,
6,612,NoChange,4,4,1,1,0.7646400836975902,0.7713770802478652,0,
7,612,AddFloors,4,6,1,1,0.7713770802478652,0.7342215287948273,2,
8,612,NoChange,6,6,1,1,0.7342215287948273,0.7370908093381658,0,
9,612,NoChange,6,6,1,1,0.7370908093381658,0.729013213135139,0,
10,612,NoChange,6,6,1,1,0.729013213135139,0.732793853690118,0,
1,613,AddFloors,1,2,1,1,0.8,0.786650085759372,1,
2,613,NoChange,2,2,1,1,0.786650085759372,0.7838251242090922,0,
3,613,NoChange,2,2,1,1,0.7838251242090922,0.7796981895993049,0,
4,613,NoChange,2,2,1,1,0.7796981895993049,0.7777200701988587,0,
5,613,NoChange,2,2,1,1,0.7777200701988587,0.7724225719122326,0,
6,613,NoChange,2,2,1,1,0.7724225719122326,0.7686090938098846,0,
7,613,NoChange,2,2,1,1,0.7686090938098846,0.763422719393129,0,
8,613,AddFloors,2,3,1,1,0.763422719393129,0.7437906959006327,1,
9,613,AddFloors,3,4,1,1,0.7437906959006327,0.7250517933280402,1,
10,613,NoChange,4,4,1,1,0.7250517933280402,0.7217063575727465,0,
1,614,NoChange,4,4,1,1,0.9,0.8947850811062218,0,
2,614,NoChange,4,4,1,1,0.8947850811062218,0.8929826923968284,0,
3,614,NoChange,4,4,1,1,0.8929826923968284,0.8963480792617556,0,
4,614,NoChange,4,4,1,1,0.8963480792617556,0.9009356883721812,0,
5,614,NoChange,4,4,1,1,0.9009356883721812,0.9051179037364245,0,
6,614,NoChange,4,4,1,1,0.9051179037364245,0.9082415370069619,0,
7,614,NoChange,4,4,1,1,0.9082415370069619,0.9060574225793191,0,
8,614,NoChange,4,4,1,1,0.9060574225793191,0.8970356662330009,0,
9,614,NoChange,4,4,1,1,0.8970356662330009,0.903108213855351,0,
10,614,NoChange,4,4,1,1,0.903108213855351,0.9093585900348102,0,
1,615,NoChange,1,1,1,1,0.8,0.8093310505744055,0,
2,615,NoChange,1,1,1,1,0.8093310505744055,0.8165825385929748,0,
3,615,NoChange,1,1,1,1,0.8165825385929748,0.8228981624615159,0,
4,615,NoChange,1,1,1,1,0.8228981624615159,0.827045853208054,0,
5,615,NoChange,1,1,1,1,0.827045853208054,0.8362071554937689,0,
6,615,NoChange,1,1,1,1,0.8362071554937689,0.8435698327549807,0,
7,615,NoChange,1,1,1,1,0.8435698327549807,0.8509533159239413,0,
8,615,NoChange,1,1,1,1,0.8509533159239413,0.845965323490602,0,
9,615,AddFloors,1,2,1,1,0.845965323490602,0.8274470012345455,1,
10,615,NoChange,2,2,1,1,0.8274470012345455,0.8295254379214424,0,
1,616,NoChange,2,2,1,1,0.8,0.8081461379233383,0,
2,616,NoChange,2,2,1,1,0.8081461379233383,0.806503541803465,0,
3,616,NoChange,2,2,1,1,0.806503541803465,0.8091343010368097,0,
4,616,NoChange,2,2,1,1,0.8091343010368097,0.8151384735429748,0,
5,616,NoChange,2,2,1,1,0.8151384735429748,0.8051932196797291,0,
6,616,NoChange,2,2,1,1,0.8051932196797291,0.8116797005072505,0,
7,616,NoChange,2,2,1,1,0.8116797005072505,0.8059009357449392,0,
8,616,NoChange,2,2,1,1,0.8059009357449392,0.8090742485665917,0,
9,616,NoChange,2,2,1,1,0.8090742485665917,0.8091738713635811,0,
10,616,NoChange,2,2,1,1,0.8091738713635811,0.8169655987766297,0,
1,617,NoChange,4,4,1,1,1.0,1.0,0,
2,617,NoChange,4,4,1,1,1.0,0.998698753233211,0,
3,617,NoChange,4,4,1,1,0.998698753233211,1.0,0,
4,617,NoChange,4,4,1,1,1.0,1.0,0,
5,617,NoChange,4,4,1,1,1.0,1.0,0,
6,617,NoChange,4,4,1,1,1.0,0.9908902731961735,0,
7,617,NoChange,4,4,1,1,0.9908902731961735,0.9890369991770097,0,
8,617,NoChange,4,4,1,1,0.9890369991770097,0.9948737648034996,0,
9,617,NoChange,4,4,1,1,0.9948737648034996,1.0,0,
10,617,NoChange,4,4,1,1,1.0,1.0,0,
1,618,NoChange,1,1,1,1,0.8,0.7946189047281578,0,
2,618,NoChange,1,1,1,1,0.7946189047281578,0.7964367780306919,0,
3,618,NoChange,1,1,1,1,0.7964367780306919,0.792442428177223,0,
4,618,NoChange,1,1,1,1,0.792442428177223,0.7832166376492737,0,
5,618,NoChange,1,1,1,1,0.7832166376492737,0.7913042462518517,0,
6,618,NoChange,1,1,1,1,0.7913042462518517,0.7866115645226966,0,
7,618,NoChange,1,1,1,1,0.7866115645226966,0.7774224474519325,0,
8,618,NoChange,1,1,1,1,0.7774224474519325,0.7764074461011392,0,
9,618,NoChange,1,1,1,1,0.7764074461011392,0.7750076612750637,0,
10,618,NoChange,1,1,1,1,0.7750076612750637,0.78105548482387,0,
1,619,NoChange,2,2,1,1,0.8,0.806288493558689,0,
2,619,NoChange,2,2,1,1,0.806288493558689,0.8046235947185513,0,
3,619,NoChange,2,2,1,1,0.8046235947185513,0.8136755397392195,0,
4,619,NoChange,2,2,1,1,0.8136755397392195,0.8164759328121813,0,
5,619,NoChange,2,2,1,1,0.8164759328121813,0.8184808322936141,0,
6,619,AddFloors,2,4,1,1,0.8184808322936141,0.7806149778316827,2,
7,619,NoChange,4,4,1,1,0.7806149778316827,0.772932411018338,0,
8,619,NoChange,4,4,1,1,0.772932411018338,0.782717952670336,0,
9,619,NoChange,4,4,1,1,0.782717952670336,0.7792897003573832,0,
10,619,NoChange,4,4,1,1,0.7792897003573832,0.7732948419157638,0,
1,620,NoChange,6,6,1,1,1.0,0.9915935378266535,0,
2,620,NoChange,6,6,1,1,0.9915935378266535,1.0,0,
3,620,AddFloors,6,7,1,1,1.0,0.989310819785998,1,
4,620,NoChange,7,7,1,1,0.989310819785998,0.9851571523467475,0,
5,620,NoChange,7,7,1,1,0.9851571523467475,0.9783943817693697,0,
6,620,NoChange,7,7,1,1,0.9783943817693697,0.9829776176238624,0,
7,620,NoChange,7,7,1,1,0.9829776176238624,0.9882794716280877,0,
8,620,NoChange,7,7,1,1,0.9882794716280877,0.9982371732727348,0,
9,620,NoChange,7,7,1,1,0.9982371732727348,1.0,0,
10,620,AddFloors,7,8,1,1,1.0,0.9887322115988613,1,
1,621,AddFloors,1,2,1,1,0.8,0.7806598227306206,1,
2,621,NoChange,2,2,1,1,0.7806598227306206,0.7760608448616381,0,
3,621,NoChange,2,2,1,1,0.7760608448616381,0.7813588507184042,0,
4,621,NoChange,2,2,1,1,0.7813588507184042,0.7813681122022522,0,
5,621,NoChange,2,2,1,1,0.7813681122022522,0.7820599499400058,0,
6,621,NoChange,2,2,1,1,0.7820599499400058,0.7816847873784698,0,
7,621,NoChange,2,2,1,1,0.7816847873784698,0.7873947274369497,0,
8,621,NoChange,2,2,1,1,0.7873947274369497,0.7792353295000751,0,
9,621,NoChange,2,2,1,1,0.7792353295000751,0.7853673674659242,0,
10,621,NoChange,2,2,1,1,0.7853673674659242,0.7803728857720179,0,
1,622,AddFloors,2,4,1,1,0.8,0.7680437533534633,2,
2,622,AddFloors,4,5,1,1,0.7680437533534633,0.7496666746672418,1,
3,622,NoChange,5,5,1,1,0.7496666746672418,0.753457270725433,0,
4,622,NoChange,5,5,1,1,0.753457270725433,0.7632795414354117,0,
5,622,NoChange,5,5,1,1,0.7632795414354117,0.7603071931074454,0,
6,622,NoChange,5,5,1,1,0.7603071931074454,0.7580927572905414,0,
7,622,NoChange,5,5,1,1,0.7580927572905414,0.7501641450296148,0,
8,622,NoChange,5,5,1,1,0.7501641450296148,0.7564003336503102,0,
9,622,NoChange,5,5,1,1,0.7564003336503102,0.7502032073841102,0,
10,622,NoChange,5,5,1,1,0.7502032073841102,0.7556724749888121,0,
1,623,NoChange,3,3,1,1,0.9,0.8913380113208499,0,
2,623,NoChange,3,3,1,1,0.8913380113208499,0.8858730353132857,0,
3,623,NoChange,3,3,1,1,0.8858730353132857,0.8941306904839597,0,
4,623,NoChange,3,3,1,1,0.8941306904839597,0.8995474708153706,0,
5,623,NoChange,3,3,1,1,0.8995474708153706,0.9023980184522477,0,
6,623,NoChange,3,3,1,1,0.9023980184522477,0.8932373110137161,0,
7,623,NoChange,3,3,1,1,0.8932373110137161,0.883311745826223,0,
8,623,NoChange,3,3,1,1,0.883311745826223,0.8930649937227423,0,
9,623,NoChange,3,3,1,1,0.8930649937227423,0.8960393302185479,0,
10,623,NoChange,3,3,1,1,0.8960393302185479,0.9027897125536501,0,
1,624,NoChange,4,4,1,1,0.9,0.9072401369308652,0,
2,624,AddFloors,4,5,1,1,0.9072401369308652,0.8931866218483058,1,
3,624,AddFloors,5,6,1,1,0.8931866218483058,0.8779209199504421,1,
4,624,NoChange,6,6,1,1,0.8779209199504421,0.883152599679174,0,
5,624,AddFloors,6,7,1,1,0.883152599679174,0.8710140619023482,1,
6,624,NoChange,7,7,1,1,0.8710140619023482,0.8717556926684664,0,
7,624,NoChange,7,7,1,1,0.8717556926684664,0.8625344684586,0,
8,624,AddFloors,7,8,1,1,0.8625344684586,0.849182705118073,1,
9,624,NoChange,8,8,1,1,0.849182705118073,0.8554965721475584,0,
10,624,NoChange,8,8,1,1,0.8554965721475584,0.8511099337952747,0,
1,625,NoChange,2,2,1,1,0.8,0.8096262052766081,0,
2,625,NoChange,2,2,1,1,0.8096262052766081,0.8069019100292786,0,
3,625,NoChange,2,2,1,1,0.8069019100292786,0.8116744779719903,0,
4,625,NoChange,2,2,1,1,0.8116744779719903,0.8021974336252485,0,
5,625,NoChange,2,2,1,1,0.8021974336252485,0.7958929565761065,0,
6,625,AddFloors,2,3,1,1,0.7958929565761065,0.7852070597417445,1,
7,625,NoChange,3,3,1,1,0.7852070597417445,0.7824577029821627,0,
8,625,AddFloors,3,4,1,1,0.7824577029821627,0.7701376907803308,1,
9,625,AddFloors,4,6,1,1,0.7701376907803308,0.732260795455611,2,
10,625,NoChange,6,6,1,1,0.732260795455611,0.727791093407233,0,
1,626,NoChange,1,1,1,1,0.8,0.8010041677586497,0,
2,626,NoChange,1,1,1,1,0.8010041677586497,0.8081892193607246,0,
3,626,NoChange,1,1,1,1,0.8081892193607246,0.8091679493739773,0,
4,626,NoChange,1,1,1,1,0.8091679493739773,0.8129775937372115,0,
5,626,NoChange,1,1,1,1,0.8129775937372115,0.8140249286552783,0,
6,626,NoChange,1,1,1,1,0.8140249286552783,0.8219314449097704,0,
7,626,NoChange,1,1,1,1,0.8219314449097704,0.8127461935116678,0,
8,626,NoChange,1,1,1,1,0.8127461935116678,0.8111496166560332,0,
9,626,NoChange,1,1,1,1,0.8111496166560332,0.8065305804495932,0,
10,626,AddFloors,1,2,1,1,0.8065305804495932,0.7874737301465531,1,
1,627,AddFloors,2,3,1,1,0.8,0.7804252484790403,1,
2,627,NoChange,3,3,1,1,0.7804252484790403,0.7725630671529314,0,
3,627,AddFloors,3,5,1,1,0.7725630671529314,0.7415133123689812,2,
4,627,NoChange,5,5,1,1,0.7415133123689812,0.7352158965236595,0,
5,627,NoChange,5,5,1,1,0.7352158965236595,0.7392298458384166,0,
6,627,AddFloors,5,6,1,1,0.7392298458384166,0.7239330025792621,1,
7,627,AddFloors,6,8,1,1,0.7239330025792621,0.6935059181498621,2,
8,627,NoChange,8,8,1,1,0.6935059181498621,0.7032988551019629,0,
9,627,AddFloors,8,10,1,1,0.7032988551019629,0.67204958252251,2,
10,627,NoChange,10,10,1,1,0.67204958252251,0.6788863862549573,0,
1,628,NoChange,2,2,1,1,0.8,0.7947582340328949,0,
2,628,NoChange,2,2,1,1,0.7947582340328949,0.7970233931729576,0,
3,628,NoChange,2,2,1,1,0.7970233931729576,0.8035239006957464,0,
4,628,NoChange,2,2,1,1,0.8035239006957464,0.7962481109289163,0,
5,628,NoChange,2,2,1,1,0.7962481109289163,0.794478971297935,0,
6,628,NoChange,2,2,1,1,0.794478971297935,0.7898661760715147,0,
7,628,NoChange,2,2,1,1,0.7898661760715147,0.7976575300012502,0,
8,628,NoChange,2,2,1,1,0.7976575300012502,0.7927575156973778,0,
9,628,NoChange,2,2,1,1,0.7927575156973778,0.7827865684880518,0,
10,628,AddFloors,2,4,1,1,0.7827865684880518,0.7446982178751421,2,
1,629,AddFloors,2,3,1,1,0.8,0.7881444623053685,1,
2,629,NoChange,3,3,1,1,0.7881444623053685,0.7831200649519054,0,
3,629,NoChange,3,3,1,1,0.7831200649519054,0.7777371779756254,0,
4,629,NoChange,3,3,1,1,0.7777371779756254,0.76866846221421,0,
5,629,AddFloors,3,4,1,1,0.76866846221421,0.7499980829156735,1,
6,629,NoChange,4,4,1,1,0.7499980829156735,0.7514895773928886,0,
7,629,NoChange,4,4,1,1,0.7514895773928886,0.7558343074885693,0,
8,629,NoChange,4,4,1,1,0.7558343074885693,0.7461095059203824,0,
9,629,AddFloors,4,5,1,1,0.7461095059203824,0.7305802509582051,1,
10,629,AddFloors,5,6,1,1,0.7305802509582051,0.7138313670832859,1,
1,630,NoChange,1,1,1,1,0.8,0.8036062905602254,0,
2,630,NoChange,1,1,1,1,0.8036062905602254,0.797637269367698,0,
3,630,NoChange,1,1,1,1,0.797637269367698,0.7917728986623931,0,
4,630,NoChange,1,1,1,1,0.7917728986623931,0.7991719201487137,0,
5,630,NoChange,1,1,1,1,0.7991719201487137,0.8024179912255194,0,
6,630,NoChange,1,1,1,1,0.8024179912255194,0.8114008514142863,0,
7,630,NoChange,1,1,1,1,0.8114008514142863,0.8064430766862053,0,
8,630,NoChange,1,1,1,1,0.8064430766862053,0.7996151786698426,0,
9,630,NoChange,1,1,1,1,0.7996151786698426,0.8062889794749929,0,
10,630,NoChange,1,1,1,1,0.8062889794749929,0.8067746193882349,0,
1,631,NoChange,6,6,1,1,1.0,0.9922083297194997,0,
2,631,NoChange,6,6,1,1,0.9922083297194997,0.9878772531689158,0,
3,631,NoChange,6,6,1,1,0.9878772531689158,0.9932583244404796,0,
4,631,NoChange,6,6,1,1,0.9932583244404796,0.9985109911417953,0,
5,631,AddFloors,6,7,1,1,0.9985109911417953,0.9819894209288943,1,
6,631,NoChange,7,7,1,1,0.9819894209288943,0.9857580390154481,0,
7,631,NoChange,7,7,1,1,0.9857580390154481,0.9852947434310538,0,
8,631,NoChange,7,7,1,1,0.9852947434310538,0.9785039092843679,0,
9,631,NoChange,7,7,1,1,0.9785039092843679,0.9866000400925853,0,
10,631,AddFloors,7,8,1,1,0.9866000400925853,0.9730522436707819,1,
1,632,NoChange,5,5,1,1,1.0,1.0,0,
2,632,NoChange,5,5,1,1,1.0,0.9928938433691598,0,
3,632,NoChange,5,5,1,1,0.9928938433691598,0.9903105249452371,0,
4,632,NoChange,5,5,1,1,0.9903105249452371,0.9822872169172263,0,
5,632,NoChange,5,5,1,1,0.9822872169172263,0.9826168274437078,0,
6,632,NoChange,5,5,1,1,0.9826168274437078,0.9806911222224571,0,
7,632,AddFloors,5,6,1,1,0.9806911222224571,0.963103379930975,1,
8,632,NoChange,6,6,1,1,0.963103379930975,0.9682581183508772,0,
9,632,NoChange,6,6,1,1,0.9682581183508772,0.9693772831538829,0,
10,632,NoChange,6,6,1,1,0.9693772831538829,0.9753571762011607,0,
1,633,NoChange,6,6,1,1,1.0,0.9936589449089049,0,
2,633,NoChange,6,6,1,1,0.9936589449089049,0.9942255007670656,0,
3,633,NoChange,6,6,1,1,0.9942255007670656,0.9846169015703002,0,
4,633,NoChange,6,6,1,1,0.9846169015703002,0.9900106322038381,0,
5,633,NoChange,6,6,1,1,0.9900106322038381,0.9868365573158264,0,
6,633,NoChange,6,6,1,1,0.9868365573158264,0.980583994630287,0,
7,633,NoChange,6,6,1,1,0.980583994630287,0.9850016099790079,0,
8,633,NoChange,6,6,1,1,0.9850016099790079,0.9889221486733588,0,
9,633,NoChange,6,6,1,1,0.9889221486733588,0.9829114828735096,0,
10,633,NoChange,6,6,1,1,0.9829114828735096,0.9897496834069971,0,
1,634,NoChange,1,1,1,1,0.8,0.8012804401452672,0,
2,634,AddFloors,1,2,1,1,0.8012804401452672,0.7875266323916646,1,
3,634,NoChange,2,2,1,1,0.7875266323916646,0.7946825612025216,0,
4,634,NoChange,2,2,1,1,0.7946825612025216,0.7998610917526985,0,
5,634,NoChange,2,2,1,1,0.7998610917526985,0.7997241027295462,0,
6,634,NoChange,2,2,1,1,0.7997241027295462,0.8009728082681218,0,
7,634,NoChange,2,2,1,1,0.8009728082681218,0.7930366565795995,0,
8,634,NoChange,2,2,1,1,0.7930366565795995,0.7876627452302337,0,
9,634,NoChange,2,2,1,1,0.7876627452302337,0.781761932256717,0,
10,634,NoChange,2,2,1,1,0.781761932256717,0.7916810533341674,0,
1,635,AddFloors,5,7,1,1,0.9,0.8698977459204142,2,
2,635,NoChange,7,7,1,1,0.8698977459204142,0.8643123890796286,0,
3,635,NoChange,7,7,1,1,0.8643123890796286,0.8617299287502236,0,
4,635,AddFloors,7,8,1,1,0.8617299287502236,0.8509119633013895,1,
5,635,NoChange,8,8,1,1,0.8509119633013895,0.8537723478235633,0,
6,635,NoChange,8,8,1,1,0.8537723478235633,0.8616344025603391,0,
7,635,AddFloors,8,9,1,1,0.8616344025603391,0.8477521429171703,1,
8,635,NoChange,9,9,1,1,0.8477521429171703,0.8526804976318481,0,
9,635,NoChange,9,9,1,1,0.8526804976318481,0.8475046976129669,0,
10,635,NoChange,9,9,1,1,0.8475046976129669,0.8430463276338648,0,
1,636,NoChange,5,5,1,1,1.0,1.0,0,
2,636,NoChange,5,5,1,1,1.0,1.0,0,
3,636,NoChange,5,5,1,1,1.0,1.0,0,
4,636,NoChange,5,5,1,1,1.0,1.0,0,
5,636,AddFloors,5,7,1,1,1.0,0.9658287920973695,2,
6,636,NoChange,7,7,1,1,0.9658287920973695,0.964370906399346,0,
7,636,NoChange,7,7,1,1,0.964370906399346,0.9615088999367314,0,
8,636,NoChange,7,7,1,1,0.9615088999367314,0.9654276800496379,0,
9,636,AddFloors,7,8,1,1,0.9654276800496379,0.9552347290578885,1,
10,636,NoChange,8,8,1,1,0.9552347290578885,0.9490856215677168,0,
1,637,NoChange,4,4,1,1,0.9,0.8946843911316209,0,
2,637,AddFloors,4,5,1,1,0.8946843911316209,0.8766429516898265,1,
3,637,AddFloors,5,6,1,1,0.8766429516898265,0.857255703282646,1,
4,637,NoChange,6,6,1,1,0.857255703282646,0.8478855212926597,0,
5,637,NoChange,6,6,1,1,0.8478855212926597,0.852366759151814,0,
6,637,NoChange,6,6,1,1,0.852366759151814,0.8574985469407068,0,
7,637,NoChange,6,6,1,1,0.8574985469407068,0.8641934748546646,0,
8,637,NoChange,6,6,1,1,0.8641934748546646,0.8679518174281983,0,
9,637,NoChange,6,6,1,1,0.8679518174281983,0.8611331948500736,0,
10,637,NoChange,6,6,1,1,0.8611331948500736,0.8545606978658504,0,
1,638,AddFloors,2,3,1,1,0.8,0.7868443964304707,1,
2,638,AddFloors,3,4,1,1,0.7868443964304707,0.7689622481849879,1,
3,638,NoChange,4,4,1,1,0.7689622481849879,0.7752142391538992,0,
4,638,NoChange,4,4,1,1,0.7752142391538992,0.7756194764879304,0,
5,638,NoChange,4,4,1,1,0.7756194764879304,0.7791623113853987,0,
6,638,NoChange,4,4,1,1,0.7791623113853987,0.7878033582062305,0,
7,638,NoChange,4,4,1,1,0.7878033582062305,0.7961461155185313,0,
8,638,NoChange,4,4,1,1,0.7961461155185313,0.8038738795368665,0,
9,638,AddFloors,4,6,1,1,0.8038738795368665,0.7692023573561689,2,
10,638,NoChange,6,6,1,1,0.7692023573561689,0.7677000837030394,0,
1,639,NoChange,5,5,1,1,1.0,1.0,0,
2,639,NoChange,5,5,1,1,1.0,0.9952045733640017,0,
3,639,NoChange,5,5,1,1,0.9952045733640017,0.9998728612668192,0,
4,639,NoChange,5,5,1,1,0.9998728612668192,0.990273416131862,0,
5,639,NoChange,5,5,1,1,0.990273416131862,0.9877839387019592,0,
6,639,NoChange,5,5,1,1,0.9877839387019592,0.9963288900948222,0,
7,639,NoChange,5,5,1,1,0.9963288900948222,0.9886358404548524,0,
8,639,NoChange,5,5,1,1,0.9886358404548524,0.9966524592511105,0,
9,639,NoChange,5,5,1,1,0.9966524592511105,1.0,0,
10,639,NoChange,5,5,1,1,1.0,0.9922632978201009,0,
1,640,NoChange,2,2,1,1,0.8,0.8081866596117102,0,
2,640,NoChange,2,2,1,1,0.8081866596117102,0.8129389049807727,0,
3,640,AddFloors,2,4,1,1,0.8129389049807727,0.7747368309253264,2,
4,640,NoChange,4,4,1,1,0.7747368309253264,0.7695464891409686,0,
5,640,AddFloors,4,6,1,1,0.7695464891409686,0.7349831942597157,2,
6,640,AddFloors,6,8,1,1,0.7349831942597157,0.7003588589478809,2,
7,640,NoChange,8,8,1,1,0.7003588589478809,0.6930824579985383,0,
8,640,AddFloors,8,9,1,1,0.6930824579985383,0.6779875415393836,1,
9,640,AddFloors,9,10,1,1,0.6779875415393836,0.6649752967363907,1,
10,640,NoChange,10,10,1,1,0.6649752967363907,0.6634177449234021,0,
1,641,NoChange,2,2,1,1,0.8,0.7916031376626702,0,
2,641,NoChange,2,2,1,1,0.7916031376626702,0.7908211217675173,0,
3,641,NoChange,2,2,1,1,0.7908211217675173,0.8006761595233681,0,
4,641,NoChange,2,2,1,1,0.8006761595233681,0.791338282006246,0,
5,641,AddFloors,2,3,1,1,0.791338282006246,0.779091324559975,1,
6,641,NoChange,3,3,1,1,0.779091324559975,0.7835531250205442,0,
7,641,AddFloors,3,4,1,1,0.7835531250205442,0.7711287102474226,1,
8,641,NoChange,4,4,1,1,0.7711287102474226,0.7627813623751588,0,
9,641,NoChange,4,4,1,1,0.7627813623751588,0.7718431354675142,0,
10,641,AddFloors,4,6,1,1,0.7718431354675142,0.7383186126393181,2,
1,642,NoChange,5,5,1,1,1.0,0.9905168252764978,0,
2,642,NoChange,5,5,1,1,0.9905168252764978,0.9875835616934402,0,
3,642,NoChange,5,5,1,1,0.9875835616934402,0.9798867128531275,0,
4,642,NoChange,5,5,1,1,0.9798867128531275,0.9827988535339565,0,
5,642,NoChange,5,5,1,1,0.9827988535339565,0.9780149348491274,0,
6,642,AddFloors,5,6,1,1,0.9780149348491274,0.964018417762215,1,
7,642,NoChange,6,6,1,1,0.964018417762215,0.9638412013101859,0,
8,642,NoChange,6,6,1,1,0.9638412013101859,0.9553732788239071,0,
9,642,NoChange,6,6,1,1,0.9553732788239071,0.960637851964197,0,
10,642,NoChange,6,6,1,1,0.960637851964197,0.9664040491155093,0,
1,643,NoChange,5,5,1,1,1.0,0.9993774877548789,0,
2,643,NoChange,5,5,1,1,0.9993774877548789,0.9987237432698362,0,
3,643,AddFloors,5,6,1,1,0.9987237432698362,0.97875169916416,1,
4,643,NoChange,6,6,1,1,0.97875169916416,0.975658742418039,0,
5,643,NoChange,6,6,1,1,0.975658742418039,0.9728880772379368,0,
